"HomeTeam","AwayTeam","Date","Contest","HomeGoals","AwayGoals","HomeGoalsFull","AwayGoalsFull","ExtraTimePossible","HomeAdvantage"
"Congo","Niger","1961-12-27","Friendship Games",10,0,10,0,0,0
"Dahomey","Madagascar","1961-12-27","Friendship Games",3,1,3,1,0,0
"Central African Republic","Upper Volta","1961-12-26","Friendship Games",1,1,1,1,0,0
"Cameroon","Gabon","1961-12-26","Friendship Games",6,0,6,0,0,0
"Congo","Chad","1961-12-26","Friendship Games",4,2,4,2,0,0
"Dahomey","Mauritania","1961-12-26","Friendship Games",7,0,7,0,0,0
"Ivory Coast","Liberia","1961-12-26","Friendship Games",5,0,5,0,0,1
"Ivory Coast","Upper Volta","1961-12-25","Friendship Games",2,1,2,1,0,1
"Central African Republic","Liberia","1961-12-25","Friendship Games",1,1,1,1,0,0
"Madagascar","Mauritania","1961-12-25","Friendship Games",5,1,5,1,0,0
"Senegal","Gabon","1961-12-25","Friendship Games",3,2,3,2,0,0
"Chad","Niger","1961-12-25","Friendship Games",2,2,2,2,0,0
"Belgium","Bulgaria","1961-12-24","Friendly",4,0,4,0,0,1
"Uruguay","Hungary","1961-12-23","Friendly",1,1,1,1,0,1
"Ghana","Nigeria","1961-12-17","Azikwe Cup",5,1,5,1,0,1
"South Vietnam","Thailand","1961-12-16","Southeast Asian Peninsula Games",1,1,1,1,0,0
"Burma","Malaya","1961-12-16","Southeast Asian Peninsula Games",0,2,0,2,0,1
"Bulgaria","France","1961-12-16","World Cup qualifier",1,0,1,0,0,0
"Burma","South Vietnam","1961-12-14","Southeast Asian Peninsula Games",2,1,2,1,0,1
"Israel","Yugoslavia","1961-12-14","Friendly",0,2,0,2,0,1
"Malaya","Thailand","1961-12-14","Southeast Asian Peninsula Games",2,2,2,2,0,0
"Chile","Hungary","1961-12-13","Friendly",0,0,0,0,0,1
"Thailand","Laos","1961-12-13","Southeast Asian Peninsula Games",5,2,5,2,0,0
"Burma","Malaya","1961-12-13","Southeast Asian Peninsula Games",1,2,1,2,0,1
"South Vietnam","Laos","1961-12-12","Southeast Asian Peninsula Games",7,0,7,0,0,0
"Venezuela","Panama","1961-12-12","Bolivarian Games",3,0,3,0,0,0
"Malaya","Cambodia","1961-12-12","Southeast Asian Peninsula Games",4,0,4,0,0,0
"South Vietnam","Thailand","1961-12-11","Southeast Asian Peninsula Games",0,0,0,0,0,0
"Burma","Cambodia","1961-12-11","Southeast Asian Peninsula Games",4,0,4,0,0,1
"France","Spain","1961-12-10","Friendly",1,1,1,1,0,1
"Tunisia","Nigeria","1961-12-10","African Nations Cup qualifier",2,2,2,2,0,1
"Morocco","East Germany","1961-12-10","Friendly",2,0,2,0,0,1
"Chile","Hungary","1961-12-09","Friendly",5,1,5,1,0,1
"Tanganyika","Kenya","1961-12-09","Independence Tournament",1,3,1,3,0,1
"Indonesia","Yugoslavia","1961-12-07","Friendly",1,5,1,5,0,1
"Kenya","Uganda","1961-12-07","Independence Tournament",4,1,4,1,0,0
"Uganda","Zanzibar","1961-12-05","Independence Tournament",2,0,2,0,0,0
"Venezuela","Panama","1961-12-04","Bolivarian Games",6,2,6,2,0,0
"Kenya","Zanzibar","1961-12-03","Independence Tournament",4,0,4,0,0,0
"Hong Kong","Yugoslavia","1961-12-02","Friendly",1,2,1,2,0,1
"Czechoslovakia","Scotland","1961-11-29","World Cup qualifier",4,2,4,2,0,0
"Uruguay","Soviet Union","1961-11-29","Friendly",1,2,1,2,0,1
"Japan","Yugoslavia","1961-11-28","Friendly",0,1,0,1,0,1
"South Korea","Yugoslavia","1961-11-26","World Cup qualifier",1,3,1,3,0,1
"Nigeria","Tunisia","1961-11-25","African Nations Cup qualifier",2,1,2,1,0,1
"Spain","Morocco","1961-11-23","World Cup qualifier",3,2,3,2,0,1
"England","Northern Ireland","1961-11-22","British International Championship",1,1,1,1,0,1
"Chile","Soviet Union","1961-11-22","Friendly",0,1,0,1,0,1
"Yugoslavia","Austria","1961-11-19","Friendly",2,1,2,1,0,1
"Senegal","Gambia","1961-11-19","Nkrumah Cup",2,3,2,3,0,1
"Argentina","Soviet Union","1961-11-18","Friendly",1,2,1,2,0,1
"Switzerland","Sweden","1961-11-12","World Cup qualifier",2,1,2,1,0,0
"Turkey","Soviet Union","1961-11-12","World Cup qualifier",1,2,1,2,0,1
"Morocco","Spain","1961-11-12","World Cup qualifier",0,1,0,1,0,1
"Netherlands","Belgium","1961-11-12","Friendly",0,4,0,4,0,1
"Bulgaria","France","1961-11-12","World Cup qualifier",1,0,1,0,0,1
"Scotland","Wales","1961-11-08","British International Championship",2,0,2,0,0,1
"Paraguay","Mexico","1961-11-05","World Cup qualifier",0,0,0,0,0,1
"Malta","Norway","1961-11-05","Friendly",1,1,1,1,0,1
"Poland","Denmark","1961-11-05","Friendly",5,0,5,0,0,1
"Thailand","South Korea","1961-11-04","Friendly",1,4,1,4,0,1
"Italy","Israel","1961-11-04","World Cup qualifier",6,0,6,0,0,1
"Switzerland","Sweden","1961-10-29","World Cup qualifier",3,2,3,2,0,1
"Turkey","Norway","1961-10-29","World Cup qualifier",2,1,2,1,0,1
"Czechoslovakia","Ireland","1961-10-29","World Cup qualifier",7,1,7,1,0,1
"Bulgaria","Finland","1961-10-29","World Cup qualifier",3,1,3,1,0,1
"Mexico","Paraguay","1961-10-29","World Cup qualifier",1,0,1,0,0,1
"Uganda","Kenya","1961-10-29","African Nations Cup qualifier",2,0,2,0,0,1
"Burma","South Korea","1961-10-28","Friendly",0,3,0,3,0,1
"South Vietnam","Malaya","1961-10-26","Vietnam Independence Cup",1,0,1,0,0,1
"England","Portugal","1961-10-25","World Cup qualifier",2,0,2,0,0,1
"Malaya","Indonesia","1961-10-23","Vietnam Independence Cup",3,1,3,1,0,0
"Sweden","Norway","1961-10-22","Nordic Championship",2,0,2,0,0,1
"Israel","South Korea","1961-10-22","Friendly",1,1,1,1,0,1
"Hungary","Netherlands","1961-10-22","World Cup qualifier",3,3,3,3,0,1
"West Germany","Greece","1961-10-22","World Cup qualifier",2,1,2,1,0,1
"Poland","East Germany","1961-10-22","Friendly",3,1,3,1,0,1
"South Vietnam","Indonesia","1961-10-21","Vietnam Independence Cup",4,1,4,1,0,1
"Turkey","South Korea","1961-10-18","Friendly",1,0,1,0,0,1
"Belgium","France","1961-10-18","Friendly",3,0,3,0,0,1
"Northern Ireland","Greece","1961-10-17","World Cup qualifier",2,0,2,0,0,1
"Denmark","Finland","1961-10-15","Nordic Championship",9,1,9,1,0,1
"Israel","Italy","1961-10-15","World Cup qualifier",2,4,2,4,0,1
"Wales","England","1961-10-14","British International Championship",1,1,1,1,0,1
"Argentina","Paraguay","1961-10-12","Friendly",5,1,5,1,0,1
"Chile","Uruguay","1961-10-12","Friendly",2,3,2,3,0,1
"Romania","Turkey","1961-10-08","Friendly",4,0,4,0,0,1
"Luxembourg","Portugal","1961-10-08","World Cup qualifier",4,2,4,2,0,1
"Ireland","Czechoslovakia","1961-10-08","World Cup qualifier",1,3,1,3,0,1
"Yugoslavia","South Korea","1961-10-08","World Cup qualifier",5,1,5,1,0,1
"Austria","Hungary","1961-10-08","Friendly",2,1,2,1,0,1
"Poland","West Germany","1961-10-08","Friendly",0,2,0,2,0,1
"Northern Ireland","Scotland","1961-10-07","British International Championship",1,6,1,6,0,1
"Kenya","Uganda","1961-10-07","Gossage Cup",2,1,2,1,0,1
"Tanganyika","Zanzibar","1961-10-06","Gossage Cup",3,0,3,0,0,0
"Belgium","Sweden","1961-10-04","World Cup qualifier",0,2,0,2,0,1
"Kenya","Zanzibar","1961-10-04","Gossage Cup",10,0,10,0,0,1
"Tanganyika","Uganda","1961-10-03","Gossage Cup",3,1,3,1,0,0
"Kenya","Tanganyika","1961-10-01","Gossage Cup",0,0,0,0,0,1
"Uganda","Zanzibar","1961-09-30","Gossage Cup",2,1,2,1,0,0
"England","Luxembourg","1961-09-28","World Cup qualifier",4,1,4,1,0,1
"France","Finland","1961-09-28","World Cup qualifier",5,1,5,1,0,1
"Scotland","Czechoslovakia","1961-09-26","World Cup qualifier",3,2,3,2,0,1
"Uganda","Kenya","1961-09-23","African Nations Cup qualifier",0,1,0,1,0,1
"West Germany","Denmark","1961-09-20","Friendly",5,1,5,1,0,1
"Norway","Denmark","1961-09-17","Nordic Championship",0,4,0,4,0,1
"Libya","Lebanon","1961-09-10","Pan Arab Games",3,2,3,2,0,0
"Saudi Arabia","Kuwait","1961-09-10","Pan Arab Games",1,0,1,0,0,0
"Morocco","United Arab Republic","1961-09-10","Pan Arab Games",2,2,2,2,0,1
"East Germany","Hungary","1961-09-10","World Cup qualifier",2,3,2,3,0,1
"Soviet Union","Austria","1961-09-10","Friendly",0,1,0,1,0,1
"Libya","Saudi Arabia","1961-09-08","Pan Arab Games",5,1,5,1,0,0
"Morocco","Kuwait","1961-09-08","Pan Arab Games",3,1,3,1,0,1
"United Arab Republic","Lebanon","1961-09-08","Pan Arab Games",4,0,4,0,0,0
"United Arab Republic","Libya","1961-09-06","Pan Arab Games",2,1,2,1,0,0
"Lebanon","Kuwait","1961-09-06","Pan Arab Games",4,0,4,0,0,0
"Morocco","Saudi Arabia","1961-09-06","Pan Arab Games",13,1,13,1,0,1
"Morocco","Libya","1961-09-04","Pan Arab Games",6,2,6,2,0,1
"United Arab Republic","Kuwait","1961-09-04","Pan Arab Games",8,0,8,0,0,0
"Lebanon","Saudi Arabia","1961-09-04","Pan Arab Games",7,1,7,1,0,0
"Kuwait","Libya","1961-09-03","Pan Arab Games",2,2,2,2,0,0
"United Arab Republic","Saudi Arabia","1961-09-03","Pan Arab Games",13,0,13,0,0,0
"Morocco","Lebanon","1961-09-03","Pan Arab Games",1,0,1,0,0,1
"New Caledonia","Tahiti","1961-09-01","Friendly",2,2,2,2,0,1
"New Caledonia","Tahiti","1961-09-01","Friendly",2,1,2,1,0,1
"New Caledonia","Tahiti","1961-09-01","Friendly",3,0,3,0,0,1
"Norway","Soviet Union","1961-08-23","World Cup qualifier",0,3,0,3,0,1
"South Vietnam","India","1961-08-17","Friendly tournament",3,1,3,1,0,0
"South Vietnam","Thailand","1961-08-16","Friendly tournament",2,1,2,1,0,0
"Indonesia","Japan","1961-08-15","Friendly tournament",2,0,2,0,0,0
"Malaya","Indonesia","1961-08-13","Merdeka Tournament",1,2,1,2,0,1
"South Vietnam","Singapore","1961-08-13","Merdeka Tournament",2,1,2,1,0,0
"Singapore","Thailand","1961-08-12","Merdeka Tournament",5,3,5,3,0,0
"Singapore","Hong Kong","1961-08-10","Merdeka Tournament",4,3,4,3,0,0
"South Vietnam","Japan","1961-08-10","Merdeka Tournament",3,2,3,2,0,0
"Sweden","Finland","1961-08-09","Nordic Championship",4,0,4,0,0,1
"Indonesia","Thailand","1961-08-09","Merdeka Tournament",2,1,2,1,0,0
"Malaya","India","1961-08-09","Merdeka Tournament",1,2,1,2,0,1
"Hong Kong","Thailand","1961-08-06","Merdeka Tournament",2,1,2,1,0,0
"Japan","India","1961-08-06","Merdeka Tournament",3,1,3,1,0,0
"Malaya","South Vietnam","1961-08-05","Merdeka Tournament",3,1,3,1,0,1
"Kenya","Uganda","1961-08-05","African Nations Cup qualifier",0,1,0,1,0,1
"Hong Kong","Indonesia","1961-08-04","Merdeka Tournament",2,2,2,2,0,0
"South Vietnam","India","1961-08-03","Merdeka Tournament",2,1,2,1,0,0
"Indonesia","Singapore","1961-08-02","Merdeka Tournament",1,0,1,0,0,0
"Malaya","Japan","1961-08-02","Merdeka Tournament",3,2,3,2,0,1
"Uruguay","Bolivia","1961-07-30","World Cup qualifier",2,1,2,1,0,1
"Bolivia","Uruguay","1961-07-15","World Cup qualifier",1,1,1,1,0,1
"Soviet Union","Norway","1961-07-01","World Cup qualifier",5,2,5,2,0,1
"Brazil","Paraguay","1961-06-29","Friendly",3,2,3,2,0,1
"Finland","Norway","1961-06-27","Nordic Championship",4,1,4,1,0,1
"Poland","Yugoslavia","1961-06-25","World Cup qualifier",1,1,1,1,0,1
"Soviet Union","Argentina","1961-06-24","Friendly",0,0,0,0,0,1
"East Germany","Morocco","1961-06-21","Friendly",1,2,1,2,0,1
"Czechoslovakia","Argentina","1961-06-19","Friendly",3,3,3,3,0,1
"Denmark","Sweden","1961-06-18","Nordic Championship",1,2,1,2,0,1
"Soviet Union","Turkey","1961-06-18","World Cup qualifier",1,0,1,0,0,1
"Yugoslavia","Morocco","1961-06-18","Friendly",3,2,3,2,0,1
"Finland","Bulgaria","1961-06-16","World Cup qualifier",0,2,0,2,0,1
"Italy","Argentina","1961-06-15","Friendly",4,1,4,1,0,1
"Japan","South Korea","1961-06-11","World Cup qualifier",0,2,0,2,0,1
"Spain","Argentina","1961-06-11","Friendly",2,0,2,0,0,1
"Hungary","Austria","1961-06-11","Friendly",1,2,1,2,0,1
"Portugal","Argentina","1961-06-04","Friendly",0,2,0,2,0,1
"Yugoslavia","Poland","1961-06-04","World Cup qualifier",2,1,2,1,0,1
"Norway","Turkey","1961-06-01","World Cup qualifier",0,1,0,1,0,1
"Ghana","Nigeria","1961-06-01","Friendly",3,0,3,0,0,1
"Sweden","Switzerland","1961-05-28","World Cup qualifier",4,0,4,0,0,1
"Japan","Malaya","1961-05-28","Friendly",3,2,3,2,0,1
"Hungary","Wales","1961-05-28","Friendly",3,2,3,2,0,1
"Morocco","Ghana","1961-05-28","World Cup qualifier",1,0,1,0,0,1
"Denmark","East Germany","1961-05-28","Friendly",1,1,1,1,0,1
"Austria","England","1961-05-27","Friendly",3,1,3,1,0,1
"Italy","England","1961-05-24","Friendly",2,3,2,3,0,1
"Portugal","England","1961-05-21","World Cup qualifier",1,1,1,1,0,1
"Netherlands Antilles","Mexico","1961-05-21","World Cup qualifier",0,0,0,0,0,1
"Poland","Soviet Union","1961-05-21","Friendly",1,0,1,0,0,1
"Switzerland","Belgium","1961-05-20","World Cup qualifier",2,1,2,1,0,1
"Spain","Wales","1961-05-18","World Cup qualifier",1,1,1,1,0,1
"Paraguay","Argentina","1961-05-17","Friendly",0,0,0,0,0,1
"Norway","Mexico","1961-05-16","Friendly",1,1,1,1,0,1
"Turkey","Romania","1961-05-14","Friendly",0,1,0,1,0,1
"Czechoslovakia","Scotland","1961-05-14","World Cup qualifier",4,0,4,0,0,1
"East Germany","Netherlands","1961-05-14","World Cup qualifier",1,1,1,1,0,1
"Chile","Brazil","1961-05-11","O'Higgins Cup",0,1,0,1,0,1
"West Germany","Northern Ireland","1961-05-10","World Cup qualifier",2,1,2,1,0,1
"England","Mexico","1961-05-10","Friendly",8,0,8,0,0,1
"Ireland","Scotland","1961-05-07","World Cup qualifier",0,3,0,3,0,1
"Peru","Colombia","1961-05-07","World Cup qualifier",1,1,1,1,0,1
"Chile","Brazil","1961-05-07","O'Higgins Cup",1,2,1,2,0,1
"Yugoslavia","Hungary","1961-05-07","Friendly",2,4,2,4,0,1
"Poland","Bulgaria","1961-05-06","Friendly",1,1,1,1,0,1
"Scotland","Ireland","1961-05-03","World Cup qualifier",4,1,4,1,0,1
"Greece","Northern Ireland","1961-05-03","World Cup qualifier",2,1,2,1,0,1
"Paraguay","Brazil","1961-05-03","Osvaldo Cruz Cup",2,3,2,3,0,1
"Guadeloupe","Martinique","1961-05-01","Friendly",3,1,3,1,0,1
"Paraguay","Brazil","1961-04-30","Osvaldo Cruz Cup",0,2,0,2,0,1
"Netherlands","Hungary","1961-04-30","World Cup qualifier",0,3,0,3,0,1
"Ghana","Nigeria","1961-04-30","African Nations Cup qualifier",2,2,2,2,0,1
"Colombia","Peru","1961-04-30","World Cup qualifier",1,0,1,0,0,1
"Czechoslovakia","Mexico","1961-04-29","Friendly",2,1,2,1,0,1
"Italy","Northern Ireland","1961-04-25","Friendly",3,2,3,2,0,1
"Netherlands Antilles","Costa Rica","1961-04-23","World Cup qualifier",2,0,2,0,0,1
"Sierra Leone","Nigeria","1961-04-22","Friendly",2,4,2,4,0,1
"Wales","Spain","1961-04-19","World Cup qualifier",1,2,1,2,0,1
"Netherlands","Mexico","1961-04-19","Friendly",1,2,1,2,0,1
"Hungary","East Germany","1961-04-16","World Cup qualifier",2,0,2,0,0,1
"England","Scotland","1961-04-15","British International Championship",9,3,9,3,0,1
"Northern Ireland","Wales","1961-04-12","British International Championship",1,5,1,5,0,1
"Mexico","Costa Rica","1961-04-12","World Cup qualifier",4,1,4,1,0,1
"Nigeria","Ghana","1961-04-08","African Nations Cup qualifier",0,0,0,0,0,1
"Mexico","Netherlands Antilles","1961-04-05","World Cup qualifier",7,0,7,0,0,1
"Spain","France","1961-04-02","Friendly",2,0,2,0,0,1
"Ghana","Morocco","1961-04-02","World Cup qualifier",0,0,0,0,0,1
"Martinique","Guadeloupe","1961-04-01","Friendly",2,2,2,2,0,1
"Costa Rica","Netherlands Antilles","1961-03-29","World Cup qualifier",6,0,6,0,0,1
"Czechoslovakia","Sweden","1961-03-26","Friendly",2,1,2,1,0,1
"Chile","West Germany","1961-03-26","Friendly",3,1,3,1,0,1
"Panama","Haiti","1961-03-23","Friendly",0,2,0,2,0,1
"Panama","Haiti","1961-03-22","Friendly",0,3,0,3,0,1
"Costa Rica","Mexico","1961-03-22","World Cup qualifier",1,0,1,0,0,1
"Netherlands","Belgium","1961-03-22","Friendly",6,2,6,2,0,1
"Portugal","Luxembourg","1961-03-19","World Cup qualifier",6,0,6,0,0,1
"Costa Rica","Haiti","1961-03-19","CCCF Championship",8,0,8,0,0,1
"Chile","Peru","1961-03-19","Friendly",5,2,5,2,0,1
"Israel","Ethiopia","1961-03-19","World Cup qualifier",3,2,3,2,0,1
"Panama","Paraguay","1961-03-19","Friendly",0,0,0,0,0,1
"El Salvador","Honduras","1961-03-19","CCCF Championship",5,1,5,1,0,0
"Honduras","Haiti","1961-03-17","CCCF Championship",2,0,2,0,0,0
"Costa Rica","El Salvador","1961-03-17","CCCF Championship",4,0,4,0,0,1
"El Salvador","Haiti","1961-03-15","CCCF Championship",2,0,2,0,0,0
"France","Belgium","1961-03-15","Friendly",1,1,1,1,0,1
"Costa Rica","Honduras","1961-03-15","CCCF Championship",3,0,3,0,0,1
"Israel","Ethiopia","1961-03-14","World Cup qualifier",1,0,1,0,0,1
"Costa Rica","Guatemala","1961-03-14","CCCF Championship",4,2,4,2,0,1
"Haiti","Panama","1961-03-13","CCCF Championship",3,1,3,1,0,0
"Netherlands Antilles","Nicaragua","1961-03-13","CCCF Championship",2,1,2,1,0,0
"Guatemala","Cuba","1961-03-12","CCCF Championship",2,0,2,0,0,0
"El Salvador","Honduras","1961-03-12","CCCF Championship",1,0,1,0,0,0
"Costa Rica","Haiti","1961-03-11","CCCF Championship",3,0,3,0,0,1
"Honduras","Netherlands Antilles","1961-03-10","CCCF Championship",4,2,4,2,0,0
"Panama","Cuba","1961-03-10","CCCF Championship",1,0,1,0,0,0
"Haiti","Guatemala","1961-03-09","CCCF Championship",3,1,3,1,0,0
"El Salvador","Nicaragua","1961-03-09","CCCF Championship",10,2,10,2,0,0
"West Germany","Belgium","1961-03-08","Friendly",1,0,1,0,0,1
"Costa Rica","Panama","1961-03-08","CCCF Championship",6,1,6,1,0,1
"Haiti","Cuba","1961-03-07","CCCF Championship",2,1,2,1,0,0
"Honduras","Nicaragua","1961-03-07","CCCF Championship",6,0,6,0,0,0
"El Salvador","Netherlands Antilles","1961-03-06","CCCF Championship",0,0,0,0,0,0
"Guatemala","Panama","1961-03-06","CCCF Championship",2,0,2,0,0,0
"Ghana","Mali","1961-03-05","Friendly",3,0,3,0,0,1
"Costa Rica","Cuba","1961-03-05","CCCF Championship",4,1,4,1,0,1
"Netherlands","Romania","1961-02-22","Friendly",4,0,4,0,0,1
"United Arab Republic","Hungary","1961-02-17","Friendly",0,2,0,2,0,1
"Colombia","United States","1961-02-05","Friendly",2,0,2,0,0,1
"Morocco","Tunisia","1961-01-22","World Cup qualifier",1,1,1,1,0,0
"Saint Lucia","Saint Vincent and the Grenadines","1961-01-20","Windward Islands Championship",2,2,2,2,0,1
"Grenada","Dominica","1961-01-19","Windward Islands Championship",8,1,8,1,0,0
"Dominica","Saint Vincent and the Grenadines","1961-01-18","Windward Islands Championship",1,1,1,1,0,0
"Saint Lucia","Grenada","1961-01-17","Windward Islands Championship",0,4,0,4,0,1
"Saint Vincent and the Grenadines","Grenada","1961-01-16","Windward Islands Championship",6,3,6,3,0,0
"Saint Lucia","Dominica","1961-01-15","Windward Islands Championship",4,1,4,1,0,1
"Costa Rica","Honduras","1961-01-14","World Cup qualifier",1,0,1,0,0,0
"Iraq","Tunisia","1960-12-23","Friendly",3,2,3,2,0,1
"Chile","Paraguay","1960-12-21","Friendly",3,1,3,1,0,1
"Chile","Paraguay","1960-12-18","Friendly",4,1,4,1,0,1
"Argentina","Ecuador","1960-12-17","World Cup qualifier",5,0,5,0,0,1
"North Vietnam","China","1960-12-11","Friendly tournament",3,4,3,4,0,1
"Morocco","East Germany","1960-12-11","Friendly",2,3,2,3,0,1
"France","Bulgaria","1960-12-11","World Cup qualifier",3,0,3,0,0,1
"North Korea","Mongolia","1960-12-10","Friendly tournament",10,1,10,1,0,0
"Italy","Austria","1960-12-10","Friendly",1,2,1,2,0,1
"Malta","Tunisia","1960-12-08","Friendly",1,0,1,0,0,1
"North Vietnam","North Korea","1960-12-08","Friendly tournament",1,3,1,3,0,1
"China","Mongolia","1960-12-07","Friendly tournament",6,1,6,1,0,0
"Ecuador","Argentina","1960-12-04","World Cup qualifier",3,6,3,6,0,1
"Tunisia","East Germany","1960-12-04","Friendly",0,3,0,3,0,1
"China","North Korea","1960-12-04","Friendly tournament",1,0,1,0,0,0
"North Vietnam","Mongolia","1960-12-03","Friendly tournament",3,1,3,1,0,1
"Bulgaria","Turkey","1960-11-27","Friendly",2,1,2,1,0,1
"Netherlands Antilles","Suriname","1960-11-27","World Cup qualifier",0,0,0,0,0,1
"Israel","Cyprus","1960-11-27","World Cup qualifier",6,1,6,1,0,1
"Bulgaria","West Germany","1960-11-23","Friendly",2,1,2,1,0,1
"England","Wales","1960-11-23","British International Championship",5,1,5,1,0,1
"Belgium","Switzerland","1960-11-20","World Cup qualifier",2,4,2,4,0,1
"Hungary","Austria","1960-11-20","Friendly",2,0,2,0,0,1
"Greece","West Germany","1960-11-20","World Cup qualifier",0,3,0,3,0,1
"Nigeria","United Arab Republic","1960-11-19","Friendly",2,1,2,1,0,1
"Hungary","Poland","1960-11-13","Friendly",4,1,4,1,0,1
"Mexico","United States","1960-11-13","World Cup qualifier",3,0,3,0,0,1
"Tunisia","Morocco","1960-11-13","World Cup qualifier",2,1,2,1,0,1
"Cyprus","Israel","1960-11-13","World Cup qualifier",1,1,1,1,0,1
"Scotland","Northern Ireland","1960-11-09","British International Championship",5,2,5,2,0,1
"Ireland","Norway","1960-11-06","Friendly",3,1,3,1,0,1
"South Korea","Japan","1960-11-06","World Cup qualifier",2,1,2,1,0,1
"United States","Mexico","1960-11-06","World Cup qualifier",3,3,3,3,0,1
"Sweden","France","1960-10-30","Friendly",1,0,1,0,0,1
"Austria","Spain","1960-10-30","Friendly",3,0,3,0,0,1
"Belgium","Hungary","1960-10-30","Friendly",2,1,2,1,0,1
"East Germany","Finland","1960-10-30","Friendly",5,1,5,1,0,1
"Czechoslovakia","Netherlands","1960-10-30","Friendly",4,0,4,0,0,1
"Morocco","Tunisia","1960-10-30","World Cup qualifier",2,1,2,1,0,1
"Nigeria","Ghana","1960-10-29","Friendly",1,1,1,1,0,1
"Northern Ireland","West Germany","1960-10-26","World Cup qualifier",3,4,3,4,0,1
"England","Spain","1960-10-26","Friendly",4,2,4,2,0,1
"Sweden","Denmark","1960-10-23","Nordic Championship",2,0,2,0,0,1
"Israel","Taiwan","1960-10-23","Asian Cup",1,0,1,0,0,0
"Wales","Scotland","1960-10-22","British International Championship",2,0,2,0,0,1
"South Korea","Taiwan","1960-10-21","Asian Cup",1,0,1,0,0,1
"Sweden","Belgium","1960-10-19","World Cup qualifier",2,0,2,0,0,1
"Israel","South Vietnam","1960-10-19","Asian Cup",5,1,5,1,0,0
"Luxembourg","England","1960-10-19","World Cup qualifier",0,9,0,9,0,1
"South Korea","Israel","1960-10-17","Asian Cup",3,0,3,0,0,1
"Taiwan","South Vietnam","1960-10-16","Asian Cup",2,0,2,0,0,0
"Uganda","Kenya","1960-10-15","Gossage Cup",1,1,1,1,0,1
"Tanganyika","Zanzibar","1960-10-14","Gossage Cup",4,2,4,2,0,0
