HomeTeam,AwayTeam,Date,Contest,HomeGoals,AwayGoals,HomeAdvantage,HomeAttack,HomeDefense,AwayAttack,AwayDefense,HomeAttackNext,HomeDefenseNext,AwayAttackNext,AwayDefenseNext
"France","Portugal","2016/07/10","EUC-K",0,1,1,0.8106,-0.345,0.4467,-0.3588,0.7204,-0.3349,0.4594,-0.4302
"France","Germany","2016/07/07","EUC-K",2,0,1,0.7521,-0.2714,0.619,-0.5026,0.8106,-0.345,0.5179,-0.459
"Portugal","Wales","2016/07/06","EUC-K",2,0,0,0.3938,-0.2937,0.3941,-0.2314,0.4467,-0.3588,0.3265,-0.1803
"France","Iceland","2016/07/03","EUC-K",5,2,1,0.6627,-0.327,0.5071,-0.088,0.7521,-0.2714,0.5858,-0.0249
"Germany","Italy","2016/07/02","EUC-K",1,1,0,0.6058,-0.5243,0.5077,-0.5153,0.619,-0.5026,0.5295,-0.5022
"Wales","Belgium","2016/07/01","EUC-K",3,1,0,0.2808,-0.2387,0.4035,-0.3742,0.3941,-0.2314,0.4109,-0.2623
"Poland","Portugal","2016/06/30","EUC-K",1,1,0,0.5202,-0.2361,0.3853,-0.2967,0.523,-0.2273,0.3938,-0.2937
"England","Iceland","2016/06/27","EUC-K",1,2,0,0.5266,-0.3949,0.4273,-0.0725,0.5111,-0.3154,0.5071,-0.088
"Italy","Spain","2016/06/27","EUC-K",2,0,0,0.3961,-0.4274,0.6004,-0.6343,0.5077,-0.5153,0.5138,-0.5212
"France","Republic of Ireland","2016/06/26","EUC-K",2,1,1,0.5995,-0.3647,0.1601,-0.2158,0.6627,-0.327,0.2261,-0.1797
"Germany","Slovakia","2016/06/26","EUC-K",3,0,0,0.5553,-0.4588,0.1992,0.0014,0.6058,-0.5243,0.1342,0.0522
"Hungary","Belgium","2016/06/26","EUC-K",0,4,0,0.4476,-0.0126,0.3217,-0.2886,0.3721,0.0792,0.4035,-0.3742
"Croatia","Portugal","2016/06/25","EUC-K",0,1,0,0.4816,-0.301,0.3683,-0.2001,0.3902,-0.2832,0.3853,-0.2967
"Switzerland","Poland","2016/06/25","EUC-K",1,1,0,0.1583,-0.3661,0.5099,-0.2701,0.1924,-0.3559,0.5202,-0.2361
"Wales","Northern Ireland","2016/06/25","EUC-K",1,0,0,0.2746,-0.1671,0.0297,-0.0846,0.2808,-0.2387,-0.0421,-0.0785
"Hungary","Portugal","2016/06/22","EUC-G",3,3,0,0.3294,-0.1342,0.2693,-0.3449,0.4476,-0.0126,0.3683,-0.2001
"Iceland","Austria","2016/06/22","EUC-G",2,1,0,0.3387,-0.1015,0.0845,-0.2772,0.4273,-0.0725,0.1136,-0.189
"Italy","Republic of Ireland","2016/06/22","EUC-G",0,1,0,0.5092,-0.4917,0.0857,-0.1193,0.3961,-0.4274,0.1601,-0.2158
"Sweden","Belgium","2016/06/22","EUC-G",0,1,0,0.35,-0.0467,0.3229,-0.1873,0.2635,-0.0481,0.3217,-0.2886
"Croatia","Spain","2016/06/21","EUC-G",2,1,0,0.313,-0.2965,0.6049,-0.8038,0.4816,-0.301,0.6004,-0.6343
"Czech Republic","Turkey","2016/06/21","EUC-G",0,2,0,0.3782,0.1608,-0.0564,-0.0395,0.2679,0.2431,0.0255,-0.1505
"Northern Ireland","Germany","2016/06/21","EUC-G",0,1,0,0.1052,-0.0608,0.5792,-0.3836,0.0297,-0.0846,0.5553,-0.4588
"Ukraine","Poland","2016/06/21","EUC-G",0,1,0,-0.144,-0.1919,0.515,-0.1985,-0.2046,-0.1978,0.5099,-0.2701
"Russia","Wales","2016/06/20","EUC-G",0,3,0,0.3231,-0.1762,0.1353,-0.0596,0.2161,-0.0363,0.2746,-0.1671
"Slovakia","England","2016/06/20","EUC-G",0,0,0,0.2913,0.1331,0.6586,-0.3031,0.1992,0.0014,0.5266,-0.3949
"France","Switzerland","2016/06/19","EUC-G",0,0,1,0.821,-0.2683,0.3303,-0.2433,0.5995,-0.3647,0.1583,-0.3661
"Romania","Albania","2016/06/19","EUC-G",0,1,0,0.2902,-0.2111,-0.3904,-0.0992,0.1868,-0.1045,-0.2899,-0.2096
"Belgium","Republic of Ireland","2016/06/18","EUC-G",3,0,0,0.1396,-0.0872,0.2074,-0.274,0.3229,-0.1873,0.0857,-0.1193
"Iceland","Hungary","2016/06/18","EUC-G",1,1,0,0.3297,-0.1059,0.324,-0.1418,0.3387,-0.1015,0.3294,-0.1342
"Portugal","Austria","2016/06/18","EUC-G",0,0,0,0.4147,-0.2326,0.2073,-0.1444,0.2693,-0.3449,0.0845,-0.2772
"Czech Republic","Croatia","2016/06/17","EUC-G",2,2,0,0.2261,0.0974,0.2503,-0.4499,0.3782,0.1608,0.313,-0.2965
"Italy","Sweden","2016/06/17","EUC-G",1,0,0,0.5374,-0.3949,0.4677,-0.0233,0.5092,-0.4917,0.35,-0.0467
"Spain","Turkey","2016/06/17","EUC-G",3,0,0,0.5042,-0.7557,-0.0079,-0.1393,0.6049,-0.8038,-0.0564,-0.0395
"England","Wales","2016/06/16","EUC-G",2,1,0,0.6192,-0.3812,0.0575,-0.0993,0.6586,-0.3031,0.1353,-0.0596
"Germany","Poland","2016/06/16","EUC-G",0,0,0,0.736,-0.2411,0.6557,-0.0397,0.5792,-0.3836,0.515,-0.1985
"Ukraine","Northern Ireland","2016/06/16","EUC-G",0,2,0,-0.0506,-0.3837,-0.056,0.0531,-0.144,-0.1919,0.1052,-0.0608
"France","Albania","2016/06/15","EUC-G",2,0,1,0.7749,-0.1779,-0.2077,-0.1233,0.821,-0.2683,-0.3904,-0.0992
"Romania","Switzerland","2016/06/15","EUC-G",1,1,0,0.254,-0.2346,0.3069,-0.2795,0.2902,-0.2111,0.3303,-0.2433
"Russia","Slovakia","2016/06/15","EUC-G",1,2,0,0.3513,-0.3202,0.1479,0.1614,0.3231,-0.1762,0.2913,0.1331
"Austria","Hungary","2016/06/14","EUC-G",0,2,0,0.392,-0.2852,0.1492,0.0015,0.2073,-0.1444,0.324,-0.1418
"Portugal","Iceland","2016/06/14","EUC-G",1,1,0,0.4263,-0.273,0.2849,-0.0955,0.4147,-0.2326,0.3297,-0.1059
"Belgium","Italy","2016/06/13","EUC-G",0,2,0,0.2906,-0.1824,0.4419,-0.2441,0.1396,-0.0872,0.5374,-0.3949
"Republic of Ireland","Sweden","2016/06/13","EUC-G",1,1,0,0.1948,-0.285,0.4567,-0.0359,0.2074,-0.274,0.4677,-0.0233
"Spain","Czech Republic","2016/06/13","EUC-G",1,0,0,0.5713,-0.6384,0.3461,0.1631,0.5042,-0.7557,0.2261,0.0974
"Germany","Ukraine","2016/06/12","EUC-G",2,0,0,0.6175,-0.129,0.0935,-0.4784,0.736,-0.2411,-0.0506,-0.3837
"Poland","Northern Ireland","2016/06/12","EUC-G",1,0,0,0.7409,0.1317,0.1171,0.1374,0.6557,-0.0397,-0.056,0.0531
"Turkey","Croatia","2016/06/12","EUC-G",0,1,0,0.1193,-0.1743,0.2154,-0.3223,-0.0079,-0.1393,0.2503,-0.4499
"Albania","Switzerland","2016/06/11","EUC-G",0,1,0,-0.0664,-0.1416,0.2866,-0.1526,-0.2077,-0.1233,0.3069,-0.2795
"England","Russia","2016/06/11","EUC-G",1,1,0,0.627,-0.452,0.2803,-0.3124,0.6192,-0.3812,0.3513,-0.3202
"Wales","Slovakia","2016/06/11","EUC-G",2,1,0,-0.1141,-0.1499,0.0972,-0.0097,0.0575,-0.0993,0.1479,0.1614
"France","Romania","2016/06/10","EUC-G",2,1,1,0.3566,-0.2667,-0.0036,-0.3866,0.7749,-0.1779,0.254,-0.2346
"Denmark","Sweden","2015/11/17","EUC-Q",2,2,1,0.1397,-0.2934,0.4062,-0.0652,0.1744,-0.2506,0.4567,-0.0359
"Slovenia","Ukraine","2015/11/17","EUC-Q",1,1,1,0.1519,0.0104,0.0847,-0.501,0.1743,0.0193,0.0935,-0.4784
"Republic of Ireland","Bosnia-Herzegovina","2015/11/16","EUC-Q",2,0,1,0.1749,-0.2369,0.2887,0.0519,0.1948,-0.285,0.2407,0.0719
"Hungary","Norway","2015/11/15","EUC-Q",2,1,1,0.1118,-0.0119,0.026,-0.1555,0.1492,0.0015,0.0394,-0.1181
"Sweden","Denmark","2015/11/14","EUC-Q",2,1,1,0.3711,-0.0805,0.1271,-0.3358,0.4062,-0.0652,0.1397,-0.2934
"Ukraine","Slovenia","2015/11/14","EUC-Q",2,0,1,0.048,-0.4577,0.1953,-0.0261,0.0847,-0.501,0.1519,0.0104
"Bosnia-Herzegovina","Republic of Ireland","2015/11/13","EUC-Q",1,1,1,0.2887,0.0497,0.1727,-0.2369,0.2887,0.0519,0.1749,-0.2369
"Norway","Hungary","2015/11/12","EUC-Q",0,1,1,0.0824,-0.1767,0.0906,0.0443,0.026,-0.1555,0.1118,-0.0119
"Belgium","Israel","2015/10/13","EUC-Q",3,1,1,0.2695,-0.2075,0.0725,0.2376,0.2906,-0.1824,0.0975,0.2588
"Bulgaria","Azerbaijan","2015/10/13","EUC-Q",2,0,1,-0.0802,0.102,-0.233,0.2232,-0.0507,0.0517,-0.2836,0.2526
"Cyprus","Bosnia-Herzegovina","2015/10/13","EUC-Q",2,3,1,-0.1915,0.3278,0.2546,-0.0052,-0.1359,0.3614,0.2887,0.0497
